fonKodu,fonUnvan,fonTipi,fonSinifi,durum,kurucu,fundOid,kategori,kategoriKaynak
AJA,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc5090e575148,Değişken,unvan
AJB,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc507ed035139,Değişken,unvan
AJC,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc50702b35126,Değişken,unvan
AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d63530eab01638319bce25143,Serbest,unvan
AJF,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc505dcc95118,Değişken,unvan
AJG,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc50ae9b35164,Katılım,unvan
AJH,ANADOLU HAYAT EMEKLİLİK A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c5c459c6d015cc509f5875156,Katılım,unvan
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d63530eab0163831816c75113,Serbest,unvan
AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d6cc2716d016cce104b001944,Serbest,unvan
AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c6cc24aaa016cce0472641afa,Serbest,unvan
AJP,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc3cc0c5faa,Değişken,unvan
AJR,AXA HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc4ec3c601f,Değişken,unvan
AJT,AXA HAYAT VE EMEKLİLİK A.Ş. OKS TEMKİNLİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc18ba65ed0,Değişken,unvan
AJV,AXA HAYAT VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc279a85f20,Değişken,unvan
AJY,AXA HAYAT VE EMEKLİLİK A.Ş. OKS ATAK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc73f2f612b,Katılım,unvan
AJZ,AXA HAYAT VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,AXA HAYAT VE EMEKLİLİK A.Ş.,4028328c5c459c6d015d2cc5d3a56092,Katılım,unvan
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E3F300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E64F00EAE0530A4A622B2AEA,Hisse Senedi,unvan
AK4,AK PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d8563fe9f018586d9250a417f,Diğer,unvan
AK5,AK PORTFÖY YÖNETİMİ A.Ş. AKBANK VENTURE BUİLDER ÖZEL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d8563fe9f018586fb868a44dc,Diğer,unvan
AK6,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. ALTINCI KARMA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c969f29550197363f786d5528,Karma,unvan
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E65F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E65700EAE0530A4A622B2AEA,Hisse Senedi,unvan
AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d84686d1201852a463bb34c95,Kısa Vadeli Borçlanma,unvan
AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d84686d1201852a4618374c88,Katılım,unvan
AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d853ff39a01855e5df1240ed5,Kısa Vadeli Borçlanma,unvan
AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d853ff39a01855e5dc77d0ecb,Kısa Vadeli Borçlanma,unvan
AL8,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. CAPİTAL INVEST GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018d1cb4f5de0389,Diğer,unvan
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7EA5F00EAE0530A4A622B2AEA,Hisse Senedi,unvan
ALDUK,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. DÜKKAN GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c5fc60da7015fdf1a524659c1,Diğer,unvan
ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E9B300EAE0530A4A622B2AEA,Para Piyasası,unvan
ALI,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KOÇ İŞTİRAK ENDEKSİ EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEEF00EAE0530A4A622B2AEA,Diğer,unvan
ALJ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,4028328c5c459c6f015cc46173d63988,Değişken,unvan
ALONE,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. SEKİZİNCİ KARMA GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c5fc60da7015fdf19315859a1,Karma,unvan
ALR,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KARMA EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEBF00EAE0530A4A622B2AEA,Karma,unvan
ALS,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EC4300EAE0530A4A622B2AEA,Değişken,unvan
ALU,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KATILIM HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EC5300EAE0530A4A622B2AEA,Hisse Senedi,unvan
ALZ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BAŞLANGIÇ EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,4028328d594ca01e01594f94f3681312,Diğer,unvan
AMF,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KATKI EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEFB00EAE0530A4A622B2AEA,Diğer,unvan
AMG,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BİRİNCİ KAMU DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EC4700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AMR,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KAMU DIŞ BORÇLANMA ARAÇLARI (ABD DOLARI 0-5 YIL VADELİ) EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EECF00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AMY,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. KARMA GRUP EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEC300EAE0530A4A622B2AEA,Karma,unvan
AMZ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EF0300EAE0530A4A622B2AEA,Kıymetli Madenler,unvan
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,YF,DG,faal,STRATEJİ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E64300EAE0530A4A622B2AEA,Değişken,unvan
AN6,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ALTINCI GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9f0a0859019f26fbb20f5af5,Diğer,unvan
ANE,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş. KARMA EMEKLİLİK YATIRIM FONU,EYF,DG,faal,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC8700EAE0530A4A622B2AEA,Karma,unvan
ANG,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş. STANDART EMEKLİLİK YATIRIM FONU,EYF,DG,faal,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC8B00EAE0530A4A622B2AEA,Diğer,unvan
ANJ,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,4028328c5c459c6f015cc45f041a396c,Değişken,unvan
ANK,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU,EYF,DG,faal,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC8F00EAE0530A4A622B2AEA,Para Piyasası,unvan
ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL) FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E24300EAE0530A4A622B2AEA,Para Piyasası,unvan
ANP,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. OKS DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,4028328c5c459c6f015cc46067d5397a,Değişken,unvan
ANS,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,EYF,DG,faal,VIENNALIFE EMEKLİLİK VE HAYAT A.Ş.,33E5FED7EC9300EAE0530A4A622B2AEA,Hisse Senedi,unvan
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,YF,SF,faal,ATA PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F11B00EAE0530A4A622B2AEA,Serbest,unvan
AO1,ANADOLU HAYAT EMEKLİLİK A.Ş. BAŞLANGIÇ EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c588b7b75015949f14c367d86,Diğer,unvan
AO2,ANADOLU HAYAT EMEKLİLİK A.Ş. BAŞLANGIÇ KATILIM EMEKLİLİK YATIRIM FONU,OKS,DG,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,4028328c588b7b75015949f26dc97d94,Katılım,unvan
AO7,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ FON SEPETİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c976d29880197d5a129062de2,Fon Sepeti,unvan
AO9,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ONDOKUZUNCU GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9aaa2bfa019ae90cfc4127a4,Diğer,unvan
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233be01875064146e0581,Hisse Senedi,unvan
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E3FB00EAE0530A4A622B2AEA,Hisse Senedi,unvan
AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,YF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c8439974801846654c68a0bdf,Serbest,unvan
AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328d969f29540196b4c05be20811,Hisse Senedi,unvan
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf601987a3b475b7aa0,Hisse Senedi,unvan
AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,PARDUS PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018cd9e62abb67d0,Hisse Senedi,unvan
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,YF,HS,faal,PARDUS PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee8018cd9e94f693f8c,Serbest,unvan
AP9,ATA PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,YF,SF,faal,ATA PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d5019aa11d07311373,Serbest,unvan
APALP,ATLAS PORTFÖY YÖNETİMİ A.Ş. ALP GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c9af2405e019b27a711607484,Diğer,unvan
APBDL,AK PORTFÖY BIST BANKA DIŞI LİKİT 10 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,BYF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c89555baa0189d5a2325742f1,Hisse Senedi,unvan
APG,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. YENİLENEBİLİR ENERJİ FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEEB00EAE0530A4A622B2AEA,Fon Sepeti,unvan
APGLD,AK PORTFÖY ALTIN KATILIM BORSA YATIRIM FONU,BYF,KTF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d9b827483019c1db5701a7f99,Kıymetli Madenler,unvan
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c5fc60da70160795c7d216cc6,Fon Sepeti,unvan
APLIB,AK PORTFÖY BIST LİKİT BANKA ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,BYF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c89555baa0189d5a2513d4303,Hisse Senedi,unvan
APMDL,AK PORTFÖY BIST 100 ENDEKSİ MODEL PORTFÖY HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,BYF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf60198984e136404eb,Hisse Senedi,unvan
APP,AK PORTFÖY P1 SERBEST ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F0F700EAE0530A4A622B2AEA,Serbest,unvan
APT,AK PORTFÖY ORTA VADELİ BORÇLANMA ARAÇLARI FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E65B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
APTPR,AZİMUT PORTFÖY YÖNETİMİ A.Ş. TOPRAKTAN PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf70198d1b47f06759c,Diğer,unvan
APX30,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,BYF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c89555baa0189d5a2037942c9,Hisse Senedi,unvan
APYKF,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. İKİNCİ KİRA SERTİFİKALARI KATILIM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c84686b400184c281f8515dee,Katılım,unvan
APYKS,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. KİRA SERTİFİKALARI KATILIM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c7da7e73b017e52530ec80cc3,Katılım,unvan
APYMD,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. MEDİLA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d7da7e96d017f6a0dd05e28cc,Diğer,unvan
APYNT,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. YENİ NESİL TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328c930ce8de0193633011392880,Diğer,unvan
APYVC,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. START-UP GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d7436db6901744edb3d0d6ceb,Diğer,unvan
AR1,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. BEŞİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d794d3bd70179a8be79211fe4,Diğer,unvan
AR6,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ALTINCI GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d7a4e446d017a8609720402f9,Diğer,unvan
AR9,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. SEKİZİNCİ GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018bd6df424b748e,Diğer,unvan
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,YF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E69F00EAE0530A4A622B2AEA,Hisse Senedi,unvan
ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F19F00EAE0530A4A622B2AEA,Serbest,unvan
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F0E700EAE0530A4A622B2AEA,Fon Sepeti,unvan
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F0EB00EAE0530A4A622B2AEA,Fon Sepeti,unvan
ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E32700EAE0530A4A622B2AEA,Serbest,unvan
ARZSA,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. STARTUPCENTRUM ALPHA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018bccd67e475b51,Diğer,unvan
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c89555ba9018a9910c2a176b8,Serbest,unvan
AS2,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c86d231ff01879dd5dd107788,Diğer,unvan
AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,YF,SF,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef7018e84be8f855438,Serbest,unvan
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233bd018713dbee70531d,Hisse Senedi,unvan
AT1,ATLAS PORTFÖY YÖNETİMİ A.Ş. ANADOLU TARIM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c976d29890197874e51bb5fbc,Diğer,unvan
ATE,ANADOLU HAYAT EMEKLİLİK A.Ş. İŞ BANKASI İŞTİRAK ENDEKSİ EMEKLİLİK YATIRIM FONU,EYF,,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,33E5FED7ED5F00EAE0530A4A622B2AEA,Diğer,unvan
ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,YF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c67f69c050168178f54ac7d91,Değişken,unvan
ATK,ANADOLU HAYAT EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,EYF,,faal,ANADOLU HAYAT EMEKLİLİK A.Ş.,33E5FED7ED5B00EAE0530A4A622B2AEA,Diğer,unvan
ATPAY,ATLAS PORTFÖY YÖNETİMİ A.Ş. AVRUPA YATIRIM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee8018d5a76225d4dc3,Diğer,unvan
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,YF,DG,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d50199c2d5e4ba6fe4,Kıymetli Madenler,unvan
AU3,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %115 ANAPARA KORUMA AMAÇLI ALTMIŞÜÇÜNCÜ FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d9d7b24c9019df89fd6050ec3,Borçlanma Araçları,unvan
AUA,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EFFB00EAE0530A4A622B2AEA,Fon Sepeti,unvan
AUG,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. İKİNCİ KARMA EMEKLİLİK YATIRIM FONU,EYF,,faal,ALLIANZ HAYAT VE EMEKLİLİK A.Ş.,33E5FED7E8B700EAE0530A4A622B2AEA,Karma,unvan
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d8f3f7793018fa58ac7b6093b,Serbest,unvan
